product_name,categories,ingredients_text,countries_en,category_label
mature cheddar,cheddar,Milk,United Kingdom,2187
Poulet,Poulets,Poulet Blanc,France,1659
Asparagus,Asparagus,Asparagus,United Kingdom,155
Physalis getrocknet,Physalis,Physalis getrocknet,Germany,1369
Huile d'avocat,"Huiles,Huiles d'avocat",Huile d'avocat,France,1015
Lentilles vertes,Lentilles vertes,  Lentilles vertes crues,France,1121
12 British free range eggs,"Farming products,Bird eggs,Eggs",free range eggs,United Kingdom,717
British beef sirloin steak,"Beef steaks,Fresh meats",Beef,United Kingdom,202
Jaruco Bifinhos do Lombo,"Carnes Vermelhas,Meat",Bifinhos do Lombo de Porco,Portugal,385
fresh celery sticks,Fresh vegetables,celery,United Kingdom,804
Radish,Radishes,Radish,United Kingdom,1710
Pied de mouton,Champignons,Pied de mouton.,France,421
Trompette de la mort,"Champignons,Trompettes de la mort",Trompette de la mort.,France,428
15 eggs from caged hends - class A,"Chicken eggs,Eggs",chicken eggs,United Kingdom,444
Laitue Iceberg,Laitues,Laitue Iceberg.,France,1086
Danish blue,Cheese,Milk,United Kingdom,430
Lightly salted tortilla chips,"Tortilla chips,Crisps","maize flour, sunflower oil, salt.",United Kingdom,2001
6 british eggs,"Chicken eggs,Eggs",chicken eggs,United Kingdom,444
British pork mince,"Pork,Fresh meats,mince",pork mince,United Kingdom,1645
British beef lean diced steak,"Meats,Beef,Fresh meats",Beef,United Kingdom,1172
Long grain rice,Rices,long grain rice,United Kingdom,1737
Haltbare Voll-Milch,"Vollmilch,H-Milch",H Vollmilch,Germany,2106
Chickpeas,Pois chiches,"pois chiches, calibre gros.",France,1592
Mezcla para sofrito,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Congelados, Alimentos de origen vegetal congelados, Mezclas de vegetales congelados, Mezclas para sofrito congelada, Mezclas para sofrito","Cebolla, tomate, pimiento rojo, pimiento verde, aceite de girasol y diente de ajo picado.",Spain,51
Arroz precocido,Arroz precocido congelado,Arroz.,Spain,148
British pork mince,"Pork,Fresh meats",British pork mince,United Kingdom,1644
Clear honey,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys",Clear honey,United Kingdom,314
Traditioneller Basmati Reis,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Basmati rices",Basmati Reis,Germany,1447
Cilantro molido,"Cilantro molido, Semillas de cilantro",cilantro.,Spain,473
Jengibre molido,Jengibre molido,Jengibre molido,Spain,1029
Pur Jus Raisin Bio,Jus de raisin,Pur jus de raisin,France,1051
British pork loin chops,"Pork,Fresh meats",British pork loin chops,United Kingdom,1644
Cebolla negra,"Cebollas y derivados, Cebollas negras",Cebolla negra.,Spain,402
Brie de Meaux,Brie cheese,Milk,United Kingdom,316
Jambon de Parme,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de Parme","Cuisse de porc, sel.  ",France,2046
No11 Intense Espresso Capsules,Coffee capsules,Espresso,Australia,493
Hafer Flocken zart,Haferflocken,Vollkornhaferflocken Kleinblatt,Germany,942
Weizen Mehl Type 405,Weizenmehle Type 405,Weizenmehl Type 405,Germany,2115
Reine Buttermilch,Buttermilch,Reine Buttermilch,Germany,331
Fettarme H-Milch,"Milchprodukte,Milch,Homogenisierte Milch,Teilentrahmte Milch,H-Milch",Fettarme H-Milch,Germany,1246
H-Vollmilch,"H-Milch,Vollmilch",H-Vollmilch,Germany,938
Deglet Nour Dates,"Dates,Dried fruits","Date, glucose syrup, potassium sorbate",United Kingdom,606
3 filets de poulet,Filets de poulet,3 FILETS DE POULET,France,736
3 filets de Poulet,"Frais,Viandes,Volailles,Poulets,Filets de poulet",Filets de poulet.,France,764
Sparkling Natural Mineral Water,"Carbonated Water,Bottled Water",Carbonated Mineral Water,Australia,382
Farmdale Full Cream ,"Dairies,Milks,Long Life Milk",Milk,Australia,591
Farm Fresh Baby Peas,Frozen Peas,Peas,Australia,819
Farm Fresh Garden Peas,Frozen Peas,peas ,Australia,819
Corn Cobs Super Sweet,Frozen Corn Cobs,Super Sweet Corn Cobs ,Australia,817
Imperial Grain Jasmine Rice,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Asian Foods",jasmine Rice,Australia,1449
Filets de Poulet,Filets de poulet,Poulet,France,736
Fresh Tomatoes,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Tomatoes and tomato products,Tomatoes",Tomatoes ,Australia,1481
Fresh whole Mushrooms,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms",Mushrooms,Australia,1465
Carrots,Carrots,Carrots,Australia,388
Green beans,Green beans,Green Beans,Australia,904
Pink Lady Apples,"Fresh Apples,Pink Lady Apples",Pink Lady Apples,Australia,775
Roma Tomatoes,Roma Tomatoes,Roma Tomatoes,Australia,1767
Yellow Peaches,Yellow Peaches,Yellow Peaches,Australia,2137
Brown Onions,Fresh Brown Onions,brown onions ,Australia,777
Cabbage Half,Fresh Cabbage,Cabbage,Australia,778
Cherry Tomatoes ,Cherry Tomatoes,cherry tomatoes,Australia,436
Fresh Granny Smith Apples,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Apples",Granny Smith Apples,Australia,1507
Whole Mushrooms,Fresh Mushrooms,Whole Mushrooms  ,Australia,789
Yellow Nectarines,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Peaches,Nectarines,Fresh Fruit",Yellow Nectarine,Australia,1522
Fresh Plums,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Plums",plums,Australia,1523
Sweetcorn,Fresh Corn,Sweet Corn,Australia,782
Fresh William Pears,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Apples",William Pears,Australia,1507
Fresh Zucchini,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Zucchini,Fresh Zucchini",Zucchini ,Australia,1485
Fresh Duo Capsicum,Capsicums,capsicum,Australia,380
Royal Gala Apples,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Apples,Royal gala apples",Royal Gala Apples ,Australia,1510
Fresh Cucumbers,Fresh Cucumbers,cucumbers,Australia,783
Mango,Fresh Mango,Mango,Australia,788
Fresh Leeks,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Vegetable rods,Leeks",Leeks,Australia,1484
Sweet White Thompson Seedless Grapes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Grapes",Grapes,Australia,1518
Sliced Mushrooms,Mushrooms,Sliced Mushrooms,Australia,1275
Escalopes extrafines de poulet,"Poulet,Escalopes de poulet",3 escalopes de poulet extra fines. Classe A.,France,1657
Boa Nova - Agulha,"Arroz,Rice",Arroz agulha extra longo branqueado,Portugal,149
Porco Bifinhos do Lombo,"Meats,Pork",Bifinhos do lombo de porco.,Portugal,1174
Steak de boeuf,"Viandes de boeuf,Viandes","Viande de Boeuf,",Switzerland,2036
Traube Premium Direktsaft,Fruchtsaft,Traubensaft,Germany,827
Kamille,Chamomile,Kamille,Germany,416
Fein Zucker,"Sweeteners,Zucker,Kristallzucker",Zucker,Germany,1955
Puderzucker,"Puderzucker,Zucker",Puderzucker,Germany,1697
Jodsalz mit Fluorid,"Groceries,Condiments,Salze,Table salts","Siede-Speisesalz, Kaliumfluorid, Kaliumjodat, Natriumferrocyanid",Germany,911
"Sauerkirschen entsteint, gezuckert",Kirschen,"Sauerkirschen, Wasser, Zucker",Germany,1065
Weizenmehl Type 405,Weizenmehle Type 405,Weizenmehl Type 405,Germany,2115
Fettarme H-Milch,"Dairies,Milch,Teilentrahmte Milch,H-Milch",Fettarme H-Milch,Germany,580
Reine Buttermilch,Buttermilch,Reine Buttermilch,Germany,331
Speisequark Magerstufe,Magerquark,Speisequark Magerstufe,Germany,1147
Frischbackhefe,"Lebensmittelzusatzstoff,Backhefe",Frischbackhefe,Germany,1103
Frischback-Hefe,"Lebensmittelzusatzstoff,Backhefe",Frischbackhefe,Germany,1103
Vollkornspaghetti,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles,Whole Wheat Noodles",Hartweizenvollkornmehl,Germany,1427
Frische Eier aus Bodenhaltung,"Farming products,Vogeleier,Eier,Eier aus Bodenhaltung,Frische Eier",Ei,Germany,724
Gemahlene Mandeln,Gemahlene Mandeln,Mandeln,Germany,860
Frische Fettarme Bio-Milch,"Milchprodukte,Milch",Milch,Germany,1239
Bio-Joghurt,"Dairies,Joghurt",Bio-Milch,Germany,577
White Peaches,White Peaches,White Peaches,Australia,2119
Filets de poulet jaune fermier,"Viandes,Volailles,Poulets,Filets de poulet",Filets de poulets.,France,2069
filets de poulet,"Viandes,Volailles,Poulets,Filets de poulet",filets de poulet blanc,France,2069
Aiguillettes de poulet,Aiguillettes de poulet,Aiguillettes de poulet.,France,28
British pork boneless shoulder joint,"Meats,Pork",Pork,United Kingdom,1174
British pork boneless shoulder joint,Pork,Pork,United Kingdom,1641
Filets de pangasius frais,"Filets de poissons,Poissons,Filets de pangas",Filets de pangasius frais,Belgium,735
14 days dry aged British T-Bone steak,beef meat,Beef,United Kingdom,2168
Hackfleich gemischt vom Schwein und Rind,Ground meat preparations,"Schweinefleisch, Rindfleisch.",Germany,932
Foie gras de canard du Sud-Est cru extra,"Poissons et viandes et oeufs,Foies gras,Foies gras de canard",fois gras de canard,France,1604
Lomo bajo de ternera,Carnes,Lomo bajo de ternera,Spain,384
Aiguillettes de canard,"Viandes,Volailles,Canards",Aiguillettes de canard.,France,2064
British beef roasting joint,beef meat,beef,United Kingdom,2168
Blackberries,"Blackberries,Berries,Fruits",Blackberries Variety Lochness,United Kingdom,283
White Mushrooms,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms",white mushrooms,United Kingdom,1465
Pineapple,"Pineapple,Fresh Fruits",Pineapple,United Kingdom,1388
Extra Trimmed Leeks,Leeks,Leeks,United Kingdom,1108
Tomatoes,Tomatoes,Pitenza Tomatoes,United Kingdom,1998
Raspberries,Raspberries,YTMARA  ,United Kingdom,1716
Jumbo Mushrooms,Mushrooms,Mushrooms,United Kingdom,1275
Chestnut Mushrooms,Mushrooms,Chestnut Mushrooms,United Kingdom,1275
Large Vine Ripened Tomatoes,Tomatoes,Lytemo Tomatoes 47-73mm,United Kingdom,1998
Cerezas,Cerezas,Cerezas.,Spain,410
Mixed Vegetable Selection,Vegetables,"Carrots, Cauliflower Florets, Broccoli Florets",United Kingdom,2020
Pak Choi,"Vegetables,Pak Choi",Pak Choi,United Kingdom,2024
Feiner Raffinade Zucker,Zucker,Feiner Raffinade Zucker,Germany,2148
Free Range British Chicken,Chicken,Free Range British Chicken,United Kingdom,441
Piccolo tomatoes,Piccolo tomatoes,Piccolo Tomatoes,United Kingdom,1371
Cherries,Cherries,Minnie Royal Cherries Class I,United Kingdom,435
Raspberries,"Raspberries,Raspberries Class I",Raspberries,United Kingdom,1717
Seedless Mixed Grapes,seedless grapes,"Scarlet Royal Grapes Class I, Autumn King Grapes Class I",United Kingdom,2329
Whole British Chicken,Chicken,Fresh Class A whole British chicken without giblets,United Kingdom,441
British Chicken Breast Fillets,"Chicken Breasts,Chicken",Fresh Class A skinless British chicken breast fillets.  ,United Kingdom,443
Seedless Red Grapes,red seedless grapes,Crimson Class I,United Kingdom,2320
Family Pack Mushrooms,Mushrooms,Mushrooms,United Kingdom,1275
British Chicken Breast Mini Fillets,Chicken Breast Fillets,Fresh Class A skinless British chicken breast mini fillets,United Kingdom,442
Extra Mature Cheddar,Extra Mature Cheddar,Extra Mature Cheddar Cheese,United Kingdom,707
Black Grapes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Grapes,Black grapes",Autumn Royal Grapes Class I,United Kingdom,1519
Seedless Green Grapes,green seedless grapes,Autumn King Class I,United Kingdom,2257
Trimmed Beans,Trimmed Beans,Trimmed Beans,United Kingdom,2004
Broccoli,Broccoli,Broccoli,United Kingdom,317
Button Mushrooms,Button Mushrooms,Button Mushrooms,United Kingdom,334
British Boneless Pork Loin Steak,"Boneless Pork Loin Steak,Pork Loin Steak",British Boneless Pork Loin Steaks  ,United Kingdom,302
Cherry Tomatoes,Cherry Tomatoes,Cherry Tomatoes,United Kingdom,436
Fettarmer Joghurt mild,"Milchprodukte,Joghurt,Fettarme Joghurt",Fettarmer Joghurt mild,Germany,1237
Azul hojas,Quesos,"Leche pasteurizada de vaca, sal, cultivos lacticos, cuajo, cioruro, calcio, cultivos de penicillim roquefort",Spain,1705
Tranches d'ananas,fruits en conserve,"ananas, jus d'ananas",France,2246
Orange,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Orange juices","Orangensaft aus Orangensaftkonzentrat, Wasser, Zucker, Vitamin C",Germany,1397
Dulce de ciruelas,"dulces,Lisboa","ciruelas, azucar, acido citrico, pectina,especias, E150a,",Spain,2214
Sardines huile d.olive extra,"Sardines,Seafood,Fishes","sardines, huile d'olive vierge extra, sel",France,1817
Col Kale,"Verduras y hortalizas frescas, Kales",Col Kale.,Spain,2030
Pimienta negra en grano molinillo,Molinillos de pimienta negra,Pimienta negra.,Spain,1265
2 escalopes de dinde,"Meats,Poultries,Turkeys,Turkey cutlets",Escalopes de dinde,France,1185
Calabaza,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Alimentos frescos,Frutas y verduras y sus productos,Alimentos de origen vegetal frescos,Verduras y hortalizas y sus productos,Verduras y hortalizas frescas,Productos de la planta de la calabaza,Calabazas y derivados,Calabazas,Calabazas Butternut",Calabaza.,Spain,71
Rooibos Sabor tropical,rooibos,"Rooibos, hibisco, aroma.  ",Spain,2324
Murauer Bergbauern Sauerrahm aus Heumilch,"Milchprodukte,Rahm,Sauerrahm",Milch,Austria,1250
Carloni Tomaten passiert,"Tomaten,Sauce","Tomaten, Salz, Sterilisiert, hergestellt aus italienischer Rohware.",Austria,1987
Granada en granos,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Granadas, Granada en granos",Granada.,Spain,57
Garbanzos Tipo Lechoso,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Leguminosas,Semillas,Granos de leguminosas,Legumbres secas,Garbanzos,Garbanzos de tipo Lechoso",Garbanzo lechoso andaluz.,Spain,104
Banane Cavendish,Bananes,Bananes,France,186
Bananes,Bananes,Banane Cavendish categorie 1 calibre 14cm mini,France,186
Pimienta de Jamaica entera,"especias, Pimienta de Jamaica, Pimienta de Jamaica en grano",Pimienta de Jamaica entera.,Spain,2219
3 cervelles de porc,"Viandes,Porc,Cervelles de porc",cervelles de porc,France,2057
Cervelle de veau,"Viandes,Viandes de veau,Cervelle de veau,Cervelles de veau",cervelle de veau,France,2062
2 cuisses de lapin,"Lapins,Cuisses de lapins",Cuisses de lapin.,France,1094
filets de poulet,filets de poulet,filets de poulet,France,2227
Cuissot de Chevreuil sans crosse,"Viandes,Chevreuil",Cuissot de chevreuil.,France,2051
1 Onglet,"Viandes,Boeuf,Onglet",Viande de boeuf.,France,2039
Pommes de Terre,Pommes de terre,"Pommes de terre, sel, eau",Germany,1634
Aldi Beef Diced Steak Pieces,Meats,Meat,Ireland,1168
red kidney beans,"Canned foods,Red Kidney Beans","red kidney beans, water, ascorbic acid, ",United Kingdom,362
Organic Fairtrade Bananas,Bananas,Fruits,Ireland,185
Noix coque,Noix,noix en coque,France,1288
Pamplemousse rose ,"Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Grapefruit juices,Squeezed juices,Squeezed grapefruit juices,Jus de pamplemousse rose","pur jus de pamplemousse rose, vitamine C",France,258
Miel liquide ,Miels liquides,Miel liquide.,France,1228
4 escalopes de poulet extra-fines,"Viandes,Volailles,Poulets,Escalopes de poulet",Escalopes de poulet extra fines,France,2068
Jambonneau Recettes Traditionnelles,"Viandes,Charcuteries,Charcuteries cuites,Jambonneau,Jambonneau en boite","jambonneau, sel, poivre",France,2041
Poivre Noir Moulu,"Epicerie,Epices,Poivres,Poivres noirs,Poivres moulus",Poivre.,"France,Switzerland",675
Moulin Poivre Noir en grains,Poivre noir en grains,poivre,France,1609
Amande en poudre,Amandes en poudre,Amandes,France,115
Pur Jus de Pomme,"Boissons,Jus de pommes pur jus",Jus de pomme issu de l'agriculture biologique.,France,297
Fraise Gariguette,Fraises,Fraises,France,765
Cognac,Cognac,Cognac,France,496
Armagnac,Armagnacs,Armagnac,France,141
Cuisses de Grenouille Rana Macrodon,"Viandes,Grenouille,Cuisses de Grenouilles","Cuisses de grenouille, eau.",France,2053
